,Y
8527,0.35
8528,0.99
8529,0.98
8530,0.968
8531,0.901
8532,0.622
8533,0.974
8534,0.993
8535,0.975
8536,0.934
8537,0.998
8538,0.966
8539,0.965
8540,0.951
8541,0.99
8542,0.582
8543,0.97
8544,0.997
8545,0.992
8546,0.908
8547,0.807
8548,0.994
8549,0.97
8550,0.986
8551,0.995
8552,0.951
8553,0.998
8554,0.935
8555,0.956
8556,0.997
8557,0.767
8558,0.986
8559,0.906
8560,0.988
8561,0.989
8562,0.505
8563,0.946
8564,0.838
8565,0.974
8566,0.969
8567,0.882
8568,0.97
8569,0.99
8570,0.487
8571,0.805
8572,0.956
8573,0.978
8574,0.599
8575,0.996
8576,0.948
8577,0.945
8578,0.989
8579,0.999
8580,0.703
8581,0.973
8582,0.947
8583,0.971
8584,0.999
8585,0.989
8586,0.965
8587,0.861
8588,0.968
8589,0.82
8590,0.937
8591,0.998
8592,0.975
8593,0.98
8594,0.993
8595,0.919
8596,0.915
8597,0.963
8598,0.997
8599,0.999
8600,0.779
8601,0.979
8602,0.995
8603,0.963
8604,0.936
8605,0.973
8606,0.93
8607,0.956
8608,0.995
8609,0.909
8610,0.935
8611,0.982
8612,0.853
8613,0.953
8614,0.972
8615,0.97
8616,0.902
8617,0.751
8618,0.971
8619,0.819
8620,0.981
8621,0.97
8622,0.977
8623,0.937
8624,0.959
8625,0.942
8626,0.987
8627,0.946
8628,0.868
8629,0.912
8630,0.947
8631,0.932
8632,0.943
8633,0.932
8634,0.967
8635,0.992
8636,0.988
8637,0.939
8638,0.972
8639,0.965
8640,0.947
8641,0.979
8642,0.961
8643,0.988
8644,0.914
8645,0.99
8646,0.977
8647,0.993
8648,0.823
8649,0.992
8650,0.941
8651,0.959
8652,0.8
8653,0.576
8654,0.966
8655,0.911
8656,0.717
8657,0.912
8658,0.814
8659,0.943
8660,0.982
8661,0.842
8662,0.971
8663,0.91
8664,0.524
8665,0.749
8666,0.91
8667,0.878
8668,0.905
8669,0.982
8670,0.879
8671,0.852
8672,0.88
8673,0.823
8674,0.949
8675,0.852
8676,0.969
8677,0.976
8678,0.904
8679,0.991
8680,0.961
8681,0.961
8682,0.982
8683,0.957
8684,0.809
8685,0.97
8686,0.986
8687,0.99
8688,0.99
8689,0.902
8690,0.973
8691,0.968
8692,0.977
8693,0.665
8694,0.991
8695,0.674
8696,0.99
8697,0.999
8698,0.969
8699,0.836
8700,0.976
8701,0.888
8702,0.981
8703,0.952
8704,0.989
8705,0.988
8706,0.971
8707,0.988
8708,0.974
8709,0.948
8710,0.964
8711,0.988
8712,0.895
8713,0.843
8714,0.987
8715,0.973
8716,0.687
8717,0.938
8718,0.975
8719,0.979
8720,0.9
8721,0.974
8722,0.785
8723,0.974
8724,0.981
8725,0.923
8726,0.989
8727,0.97
8728,0.973
8729,0.987
8730,0.979
8731,0.595
8732,0.985
8733,0.893
8734,0.988
8735,0.933
8736,0.981
8737,0.868
8738,0.977
8739,0.984
8740,0.906
8741,0.982
8742,0.979
8743,0.98
8744,0.996
8745,0.892
8746,0.83
8747,0.95
8748,0.948
8749,0.959
8750,0.938
8751,0.978
8752,0.911
8753,0.916
8754,0.963
8755,0.992
8756,0.936
8757,0.919
8758,0.96
8759,0.927
8760,0.846
8761,0.977
8762,0.974
8763,0.951
8764,0.944
8765,0.952
8766,0.984
8767,0.895
8768,0.952
8769,0.949
8770,0.951
8771,0.989
8772,0.961
8773,0.986
8774,0.933
8775,0.976
8776,0.997
8777,0.946
8778,0.871
8779,0.992
8780,0.984
8781,0.989
8782,0.968
8783,0.996
8784,0.937
8785,0.694
8786,0.789
8787,0.839
8788,0.99
8789,0.992
8790,0.951
8791,0.992
8792,0.983
8793,0.984
8794,0.992
8795,0.988
8796,0.962
8797,0.998
8798,0.824
8799,0.994
8800,0.955
8801,0.924
8802,0.995
8803,0.858
8804,0.974
8805,0.994
8806,0.901
8807,0.851
8808,0.977
8809,0.928
8810,0.931
8811,0.932
8812,0.986
8813,0.881
8814,0.988
8815,0.712
8816,0.971
8817,0.886
8818,0.977
8819,0.917
8820,0.953
8821,0.975
8822,0.996
8823,0.982
8824,0.988
8825,0.925
8826,0.976
8827,0.473
8828,0.97
8829,0.96
8830,0.898
8831,0.978
8832,0.995
8833,0.988
8834,0.998
8835,0.896
8836,0.839
8837,0.963
8838,0.977
8839,0.969
8840,0.944
8841,0.965
8842,0.996
8843,0.818
8844,0.966
8845,0.847
8846,0.909
8847,0.829
8848,0.998
8849,0.929
8850,0.997
8851,0.986
8852,0.932
8853,0.998
8854,0.966
8855,0.911
8856,0.984
8857,0.516
8858,0.993
8859,0.856
8860,0.955
8861,0.987
8862,0.905
8863,0.845
8864,0.979
8865,0.635
8866,0.917
8867,0.921
8868,0.99
8869,0.991
8870,0.953
8871,0.954
8872,0.92
8873,0.958
8874,0.974
8875,0.928
8876,0.711
8877,0.965
8878,0.882
8879,0.98
8880,0.986
8881,0.98
8882,0.927
8883,0.988
8884,0.94
8885,0.995
8886,0.921
8887,0.991
8888,0.983
8889,0.987
8890,0.932
8891,0.912
8892,0.944
8893,0.915
8894,0.959
8895,0.987
8896,0.996
8897,0.977
8898,0.93
8899,0.97
8900,0.881
8901,0.983
8902,0.934
8903,0.962
8904,0.975
8905,0.976
8906,0.917
8907,0.854
8908,0.926
8909,0.981
8910,0.993
8911,0.934
8912,0.52
8913,0.888
8914,0.983
8915,0.943
8916,0.992
8917,0.919
8918,0.969
8919,0.897
8920,0.971
8921,0.934
8922,0.991
8923,0.928
8924,0.97
8925,0.967
8926,0.953
8927,0.993
8928,0.972
8929,0.95
8930,0.973
8931,0.948
8932,0.849
8933,0.858
8934,0.833
8935,0.953
8936,0.98
8937,0.982
8938,0.97
8939,1.0
8940,0.987
8941,0.991
8942,0.948
8943,0.984
8944,0.99
8945,0.994
8946,0.92
8947,0.97
8948,0.92
8949,0.967
8950,0.963
8951,0.873
8952,0.958
8953,0.974
8954,0.956
8955,0.839
8956,0.898
8957,0.586
8958,0.987
8959,0.989
8960,0.963
8961,0.975
8962,0.886
8963,0.995
8964,0.954
8965,0.997
8966,0.975
8967,0.996
8968,0.955
8969,0.946
8970,0.903
8971,0.993
8972,0.984
8973,0.963
8974,0.995
8975,0.954
8976,0.953
8977,0.82
8978,0.976
8979,0.946
8980,0.965
8981,0.996
8982,0.875
8983,0.916
8984,0.946
8985,0.967
8986,0.977
8987,0.912
8988,0.995
8989,0.981
8990,0.916
8991,0.998
8992,0.985
8993,0.992
8994,0.975
8995,0.881
8996,0.986
8997,0.998
8998,0.846
8999,0.949
9000,0.943
9001,0.99
9002,0.993
9003,0.945
9004,0.983
9005,0.906
9006,0.932
9007,0.811
9008,0.993
9009,0.941
9010,0.903
9011,0.848
9012,0.986
9013,0.993
9014,0.986
9015,0.989
9016,0.973
9017,0.967
9018,0.841
9019,0.975
9020,0.935
9021,0.905
9022,0.964
9023,0.994
9024,0.984
9025,0.888
9026,0.954
9027,0.972
9028,0.931
9029,0.963
9030,0.979
9031,0.961
9032,0.923
9033,0.975
9034,0.964
9035,0.934
9036,0.967
9037,0.991
9038,0.972
9039,0.796
9040,0.978
9041,0.906
9042,0.975
9043,0.978
9044,0.983
9045,0.955
9046,0.995
9047,0.852
9048,0.953
9049,0.827
9050,0.905
9051,0.984
9052,0.964
9053,0.984
9054,0.959
9055,0.746
9056,0.839
9057,0.942
9058,0.993
9059,0.966
9060,0.861
9061,0.986
9062,0.984
9063,0.968
9064,0.954
9065,0.983
9066,0.921
9067,0.795
9068,0.929
9069,0.994
9070,0.878
9071,0.972
9072,0.996
9073,0.972
9074,0.996
9075,1.0
9076,0.572
9077,0.973
9078,0.995
9079,0.952
9080,0.986
9081,0.887
9082,0.884
9083,0.963
9084,0.994
9085,0.984
9086,0.967
9087,0.997
9088,0.946
9089,0.91
9090,0.959
9091,0.934
9092,0.908
9093,0.543
9094,0.35
9095,0.944
9096,0.99
9097,0.924
9098,0.947
9099,0.997
9100,0.945
9101,0.98
9102,1.0
9103,0.985
9104,0.981
9105,0.895
9106,0.995
9107,0.991
9108,0.992
9109,0.996
9110,0.901
9111,0.979
9112,0.934
9113,0.963
9114,0.995
9115,0.912
9116,0.885
9117,0.979
9118,0.917
9119,0.957
9120,0.938
9121,0.934
9122,0.984
9123,0.993
9124,0.943
9125,0.962
9126,0.949
9127,0.95
9128,0.965
9129,0.871
9130,0.899
9131,0.982
9132,0.962
9133,0.992
9134,0.982
9135,0.95
9136,0.972
9137,0.98
9138,0.904
9139,0.981
9140,1.0
9141,0.972
9142,0.947
9143,0.941
9144,0.956
9145,0.984
9146,0.962
9147,0.856
9148,0.969
9149,0.974
9150,0.986
9151,0.98
9152,0.978
9153,0.985
9154,0.934
9155,0.875
9156,0.995
9157,0.971
9158,0.941
9159,0.831
9160,0.971
9161,0.958
9162,0.969
9163,0.995
9164,0.985
9165,0.996
9166,0.982
9167,0.923
9168,0.872
9169,0.952
9170,0.98
9171,0.948
9172,0.998
9173,0.951
9174,0.985
9175,0.976
9176,0.943
9177,0.985
9178,0.978
9179,0.988
9180,0.992
9181,0.976
9182,0.962
9183,0.974
9184,0.569
9185,0.965
9186,0.995
9187,0.975
9188,0.981
9189,0.832
9190,0.939
9191,0.991
9192,0.9
9193,0.918
9194,0.929
9195,0.114
9196,0.983
9197,0.984
9198,0.943
9199,0.922
9200,0.988
9201,0.734
9202,0.922
9203,0.96
9204,0.992
9205,0.848
9206,0.986
9207,0.981
9208,0.99
9209,0.986
9210,0.885
9211,0.99
9212,0.999
9213,0.92
9214,0.941
9215,1.0
9216,0.964
9217,0.938
9218,0.995
9219,0.978
9220,0.991
9221,0.98
9222,0.984
9223,0.953
9224,0.992
9225,0.97
9226,0.8
9227,0.982
9228,0.969
9229,0.915
9230,0.765
9231,0.991
9232,0.941
9233,0.979
9234,0.987
9235,0.955
9236,0.998
9237,0.986
9238,0.99
9239,0.978
9240,0.945
9241,0.979
9242,0.902
9243,0.984
9244,0.986
9245,0.992
9246,0.964
9247,0.891
9248,0.998
9249,0.994
9250,0.991
9251,0.968
9252,0.983
9253,0.803
9254,0.994
9255,0.946
9256,0.987
9257,0.933
9258,0.951
9259,0.971
9260,0.999
9261,0.776
9262,0.981
9263,0.969
9264,0.985
9265,0.907
9266,0.993
9267,0.936
9268,0.972
9269,0.991
9270,0.99
9271,0.954
9272,0.982
9273,0.422
9274,0.979
9275,0.998
9276,0.964
9277,0.922
9278,0.987
9279,0.971
9280,0.951
9281,0.949
9282,0.974
9283,0.989
9284,0.974
9285,0.936
9286,0.951
9287,0.943
9288,0.922
9289,0.993
9290,0.933
9291,0.963
9292,0.888
9293,0.975
9294,0.969
9295,0.973
9296,0.975
9297,0.93
9298,0.954
9299,0.877
9300,0.797
9301,0.931
9302,0.952
9303,0.988
9304,0.944
9305,0.999
9306,0.989
9307,0.977
9308,0.984
9309,0.917
9310,0.95
9311,0.873
9312,0.963
9313,0.994
9314,0.985
9315,0.98
9316,0.998
9317,0.975
9318,0.997
9319,0.996
9320,0.988
9321,0.477
9322,0.983
9323,0.988
9324,0.988
9325,0.902
9326,0.99
9327,0.981
9328,0.991
9329,0.964
9330,0.92
9331,0.945
9332,0.973
9333,0.979
9334,0.921
9335,0.954
9336,0.911
9337,0.963
9338,0.984
9339,0.637
9340,0.963
9341,1.0
9342,0.947
9343,0.926
9344,0.978
9345,0.996
9346,0.918
9347,0.951
9348,0.817
9349,0.981
9350,0.977
9351,0.733
9352,0.761
9353,0.982
9354,0.997
9355,0.875
9356,0.974
9357,0.984
9358,0.846
9359,0.989
9360,0.996
9361,0.997
9362,0.975
9363,0.872
9364,0.957
9365,0.989
9366,0.823
9367,0.973
9368,0.698
9369,0.923
9370,0.981
9371,0.997
9372,0.854
9373,0.9
9374,0.973
9375,0.948
9376,0.991
9377,0.935
9378,0.959
9379,0.96
9380,0.951
9381,0.992
9382,0.989
9383,0.996
9384,0.948
9385,0.957
9386,0.937
9387,0.929
9388,0.963
9389,0.986
9390,0.946
9391,0.979
9392,0.978
9393,0.999
9394,0.935
9395,0.99
9396,0.994
9397,0.959
9398,0.961
9399,0.953
9400,0.934
9401,0.919
9402,0.966
9403,0.931
9404,0.877
9405,0.529
9406,0.781
9407,0.975
9408,0.976
9409,0.97
9410,0.941
9411,0.986
9412,0.975
9413,0.865
9414,0.924
9415,0.969
9416,0.987
9417,0.96
9418,0.995
9419,0.978
9420,0.97
9421,0.986
9422,0.991
9423,0.909
9424,0.907
9425,0.983
9426,0.967
9427,0.995
9428,0.814
9429,0.979
9430,0.821
9431,0.991
9432,0.972
9433,0.922
9434,0.991
9435,0.94
9436,0.975
9437,0.978
9438,0.919
9439,0.971
9440,0.909
9441,0.952
9442,0.99
9443,0.99
9444,0.986
9445,0.917
9446,0.977
9447,0.887
9448,0.976
9449,0.939
9450,0.977
9451,0.927
9452,0.969
9453,0.955
9454,0.927
9455,0.814
9456,0.94
9457,0.985
9458,0.988
9459,0.963
9460,0.991
9461,0.744
9462,0.998
9463,1.0
9464,0.984
9465,0.754
9466,0.874
9467,0.967
9468,0.947
9469,0.995
9470,0.964
9471,0.952
9472,0.883
9473,0.909
9474,0.994
9475,0.997
9476,0.839
9477,0.952
9478,0.912
9479,0.99
9480,0.911
9481,0.906
9482,0.978
9483,0.952
9484,0.978
9485,0.886
9486,0.986
9487,0.996
9488,0.941
9489,0.956
9490,0.96
9491,0.94
9492,0.985
9493,0.968
9494,0.98
9495,0.977
9496,0.556
9497,0.944
9498,0.961
9499,0.977
9500,0.972
9501,0.93
9502,0.957
9503,0.951
9504,0.927
9505,0.983
9506,0.925
9507,0.91
9508,0.925
9509,0.994
9510,0.914
9511,0.898
9512,0.703
9513,0.962
9514,0.878
9515,0.962
9516,0.746
9517,0.875
9518,0.971
9519,0.961
9520,0.865
9521,0.723
9522,0.919
9523,0.94
9524,0.995
9525,0.943
9526,0.933
9527,0.974
9528,0.992
9529,0.929
9530,0.995
9531,0.98
9532,0.844
9533,0.989
9534,0.996
9535,0.817
9536,0.995
9537,0.883
9538,0.919
9539,0.898
9540,0.952
9541,0.806
9542,0.989
9543,0.937
9544,0.952
9545,0.978
9546,0.968
9547,0.967
9548,0.962
9549,0.888
9550,0.974
9551,0.672
9552,0.947
9553,0.997
9554,0.973
9555,0.902
9556,0.981
9557,0.968
9558,0.989
9559,0.94
9560,0.954
9561,0.854
9562,0.971
9563,0.81
9564,0.935
9565,1.0
9566,0.923
9567,0.952
9568,0.969
9569,0.989
9570,0.993
9571,0.986
9572,0.961
9573,0.969
9574,0.995
9575,0.941
9576,0.984
9577,0.854
9578,0.99
9579,0.988
9580,0.97
9581,0.984
9582,0.99
9583,0.965
9584,0.963
9585,0.983
9586,0.941
9587,0.784
9588,0.999
9589,0.978
9590,0.886
9591,0.92
9592,0.949
9593,0.977
9594,0.982
9595,0.999
9596,0.983
9597,0.989
9598,0.977
9599,0.995
9600,0.975
9601,0.957
9602,0.919
9603,0.985
9604,0.994
9605,0.829
9606,0.981
9607,0.991
9608,0.966
9609,0.786
9610,0.755
9611,0.983
9612,0.988
9613,0.975
9614,0.827
9615,0.996
9616,0.956
9617,0.968
9618,0.863
9619,0.974
9620,0.953
9621,0.837
9622,0.998
9623,0.966
9624,0.963
9625,0.986
9626,0.976
9627,0.94
9628,0.98
9629,0.957
9630,0.535
9631,0.4
9632,0.987
9633,0.982
9634,0.974
9635,0.968
9636,0.993
9637,0.988
9638,0.877
9639,0.977
9640,0.972
9641,0.933
9642,0.992
9643,0.986
9644,0.978
9645,0.993
9646,0.946
9647,0.972
9648,0.636
9649,0.972
9650,0.986
9651,0.979
9652,0.951
9653,0.994
9654,0.917
9655,0.996
9656,0.923
9657,0.913
9658,0.952
9659,0.788
9660,0.956
9661,0.791
9662,0.989
9663,0.935
9664,0.901
9665,0.948
9666,0.95
9667,0.969
9668,0.904
9669,0.996
9670,0.671
9671,0.945
9672,0.473
9673,0.949
9674,0.939
9675,0.942
9676,0.978
9677,0.707
9678,0.805
9679,0.748
9680,0.977
9681,0.99
9682,0.975
9683,0.944
9684,0.917
9685,0.955
9686,0.874
9687,0.956
9688,0.904
9689,0.783
9690,0.948
9691,0.974
9692,0.931
9693,0.98
9694,0.957
9695,0.963
9696,0.784
9697,0.812
9698,0.998
9699,0.98
9700,0.993
9701,0.991
9702,0.984
9703,0.973
9704,0.994
9705,0.987
9706,0.952
9707,0.948
9708,0.938
9709,0.993
9710,0.943
9711,0.742
9712,0.824
9713,0.975
9714,0.954
9715,0.952
9716,0.886
9717,0.945
9718,0.993
9719,0.949
9720,0.913
9721,0.98
9722,0.767
9723,0.97
9724,0.968
9725,0.975
9726,0.965
9727,0.947
9728,0.922
9729,0.998
9730,0.978
9731,0.99
9732,0.963
9733,0.95
9734,0.944
9735,0.952
9736,0.977
9737,0.969
9738,0.775
9739,0.959
9740,0.868
9741,0.972
9742,0.992
9743,0.973
9744,0.983
9745,0.977
9746,0.688
9747,0.967
9748,0.961
9749,0.993
9750,0.952
9751,0.998
9752,0.939
9753,0.952
9754,0.992
9755,0.967
9756,0.945
9757,0.975
9758,0.939
9759,0.929
9760,0.979
9761,0.749
9762,0.772
9763,0.975
9764,0.928
9765,0.97
9766,0.984
9767,0.986
9768,0.996
9769,0.877
9770,0.984
9771,0.996
9772,0.575
9773,0.999
9774,0.981
9775,0.829
9776,0.947
9777,0.994
9778,0.935
9779,0.889
9780,0.771
9781,0.922
9782,0.989
9783,0.885
9784,0.989
9785,0.926
9786,0.956
9787,0.977
9788,0.995
9789,0.969
9790,0.988
9791,0.99
9792,0.978
9793,0.943
9794,0.962
9795,0.749
9796,0.978
9797,0.966
9798,0.96
9799,0.895
9800,0.984
9801,0.953
9802,0.983
9803,0.964
9804,0.992
9805,0.996
9806,0.961
9807,0.993
9808,0.949
9809,0.995
9810,0.988
9811,0.797
9812,0.99
9813,0.981
9814,0.938
9815,0.905
9816,0.968
9817,0.964
9818,0.975
9819,0.982
9820,0.987
9821,0.983
9822,0.99
9823,0.798
9824,0.89
9825,0.976
9826,0.94
9827,0.742
9828,0.931
9829,0.946
9830,0.952
9831,0.796
9832,0.932
9833,0.974
9834,0.932
9835,0.966
9836,0.989
9837,0.95
9838,0.971
9839,0.996
9840,0.936
9841,0.99
9842,0.961
9843,0.964
9844,0.941
9845,0.871
9846,0.998
9847,0.974
9848,0.954
9849,0.903
9850,0.986
9851,0.969
9852,0.992
9853,0.945
9854,0.887
9855,0.964
9856,0.974
9857,0.972
9858,0.971
9859,0.951
9860,0.988
9861,0.904
9862,0.984
9863,0.976
9864,0.999
9865,0.945
9866,0.866
9867,0.935
9868,0.952
9869,0.767
9870,0.955
9871,0.874
9872,0.964
9873,0.961
9874,0.966
9875,0.961
9876,0.978
9877,0.905
9878,0.921
9879,0.972
9880,0.985
9881,0.958
9882,0.982
9883,0.936
9884,0.98
9885,0.86
9886,0.984
9887,0.934
9888,0.708
9889,0.991
9890,0.919
9891,0.983
9892,0.943
9893,0.943
9894,0.847
9895,0.961
9896,0.925
9897,0.635
9898,0.974
9899,0.845
9900,0.991
9901,0.871
9902,0.983
9903,0.81
9904,0.998
9905,0.887
9906,0.989
9907,0.977
9908,0.964
9909,0.865
9910,0.999
9911,0.985
9912,0.997
9913,0.998
9914,0.893
9915,0.98
9916,0.959
9917,0.971
9918,0.979
9919,0.956
9920,0.977
9921,0.981
9922,0.823
9923,0.936
9924,0.916
9925,0.985
9926,0.867
9927,0.882
9928,0.945
9929,0.983
9930,0.94
9931,0.992
9932,0.871
9933,0.95
9934,0.961
9935,0.985
9936,0.639
9937,0.831
9938,0.884
9939,0.984
9940,0.946
9941,0.869
9942,0.976
9943,0.748
9944,0.989
9945,0.979
9946,0.717
9947,0.982
9948,0.976
9949,0.976
9950,0.994
9951,0.979
9952,0.987
9953,0.984
9954,0.968
9955,0.927
9956,0.933
9957,0.82
9958,0.7
9959,0.911
9960,0.967
9961,0.956
9962,0.918
9963,0.96
9964,0.947
9965,0.878
9966,0.978
9967,0.985
9968,0.972
9969,0.985
9970,0.985
9971,0.953
9972,0.988
9973,0.922
9974,0.885
9975,0.989
9976,0.962
9977,0.967
9978,0.956
9979,0.96
9980,0.931
9981,0.998
9982,0.962
9983,0.961
9984,0.995
9985,0.957
9986,0.975
9987,0.885
9988,0.427
9989,0.852
9990,0.94
9991,0.938
9992,0.982
9993,0.965
9994,0.921
9995,0.965
9996,0.938
9997,0.976
9998,0.975
9999,0.768
10000,0.907
10001,0.892
10002,0.789
10003,0.959
10004,0.998
10005,0.966
10006,0.947
10007,0.889
10008,0.916
10009,0.975
10010,0.994
10011,0.97
10012,0.959
10013,0.97
10014,0.838
10015,0.913
10016,0.946
10017,0.99
10018,0.976
10019,0.992
10020,0.973
10021,0.654
10022,0.967
10023,0.998
10024,0.862
10025,0.982
10026,0.978
10027,0.991
10028,0.926
10029,0.99
10030,0.969
10031,0.997
10032,0.96
10033,0.96
10034,0.88
10035,0.973
10036,0.976
10037,0.961
10038,0.962
10039,0.973
10040,0.95
10041,0.945
10042,0.948
10043,0.991
10044,0.932
10045,0.786
10046,0.806
10047,0.962
10048,0.899
10049,0.998
10050,1.0
10051,0.981
10052,0.983
10053,0.995
10054,0.848
10055,0.948
10056,0.943
10057,0.99
10058,0.77
10059,0.563
10060,0.948
10061,0.966
10062,0.958
10063,0.944
10064,0.919
10065,0.97
10066,0.958
10067,0.968
10068,0.836
10069,0.971
10070,0.974
10071,0.811
10072,0.971
10073,0.991
10074,0.976
10075,0.975
10076,0.992
10077,0.966
10078,0.978
10079,0.967
10080,0.99
10081,0.98
10082,0.939
10083,0.977
10084,0.997
10085,0.985
10086,0.987
10087,0.955
10088,0.977
10089,0.871
10090,0.885
10091,0.863
10092,0.971
10093,0.992
10094,0.959
10095,0.875
10096,0.876
10097,0.925
10098,0.93
10099,0.984
10100,0.948
10101,0.592
10102,0.96
10103,0.95
10104,0.915
10105,0.872
10106,0.992
10107,0.815
10108,0.99
10109,0.983
10110,0.487
10111,0.912
10112,0.979
10113,0.949
10114,0.979
10115,0.996
10116,0.925
10117,0.965
10118,0.963
10119,0.967
10120,0.939
10121,0.957
10122,0.912
10123,0.98
10124,0.889
10125,0.959
10126,0.922
10127,0.93
10128,0.959
10129,0.984
10130,0.951
10131,0.999
10132,0.986
10133,0.947
10134,0.953
10135,0.977
10136,0.829
10137,0.989
10138,0.898
10139,0.991
10140,0.842
10141,0.952
10142,0.962
10143,0.885
10144,0.83
10145,0.978
10146,0.94
10147,0.987
10148,1.0
10149,0.986
10150,0.948
10151,0.878
10152,0.981
10153,0.999
10154,0.973
10155,0.994
10156,0.97
10157,0.975
10158,0.973
10159,0.944
10160,0.973
10161,0.873
10162,0.987
10163,0.693
10164,0.982
10165,0.98
10166,0.979
10167,0.986
10168,0.97
10169,0.995
10170,0.967
10171,0.996
10172,0.969
10173,0.624
10174,0.936
10175,0.965
10176,0.991
10177,0.968
10178,0.978
10179,0.981
10180,0.996
10181,0.967
10182,0.904
10183,0.969
10184,0.983
10185,0.812
10186,0.924
10187,0.917
10188,0.646
10189,0.867
10190,0.979
10191,0.996
10192,0.996
10193,0.953
10194,0.954
10195,0.971
10196,0.981
10197,0.98
10198,0.943
10199,0.987
10200,0.99
10201,0.944
10202,0.982
10203,0.956
10204,0.947
10205,0.863
10206,0.969
10207,0.881
10208,0.948
10209,0.996
10210,0.996
10211,0.9
10212,0.939
10213,0.982
10214,0.934
10215,0.975
10216,0.909
10217,0.978
10218,0.886
10219,0.945
10220,0.875
10221,0.962
10222,0.943
10223,0.893
10224,0.925
10225,0.99
10226,0.968
10227,0.896
10228,0.989
10229,0.925
10230,0.991
10231,0.905
10232,0.918
10233,0.962
10234,0.97
10235,0.89
10236,0.868
10237,0.99
10238,0.968
10239,0.924
10240,0.878
10241,0.989
10242,0.985
10243,0.998
10244,0.909
10245,0.957
10246,0.994
10247,0.839
10248,0.935
10249,0.97
10250,0.936
10251,0.798
10252,0.994
10253,0.999
10254,0.942
10255,0.933
10256,0.985
10257,0.967
10258,0.964
10259,0.903
10260,0.957
10261,0.957
10262,0.927
10263,0.99
10264,0.993
10265,0.923
10266,0.861
10267,0.981
10268,0.964
10269,0.991
10270,0.962
10271,0.998
10272,0.962
10273,0.891
10274,0.912
10275,0.962
10276,0.978
10277,0.965
10278,0.997
10279,0.994
10280,0.936
10281,0.973
10282,0.995
10283,0.959
10284,0.821
10285,0.894
10286,0.833
10287,0.981
10288,0.881
10289,0.948
10290,0.964
10291,0.964
10292,0.961
10293,0.95
10294,0.982
10295,0.992
10296,0.91
10297,0.839
10298,0.954
10299,0.982
10300,0.997
10301,0.983
10302,0.985
10303,0.907
10304,0.99
10305,0.917
10306,0.899
10307,0.955
10308,0.96
10309,0.961
10310,0.975
10311,0.986
10312,0.981
10313,0.969
10314,0.781
10315,0.977
10316,0.976
10317,0.976
10318,0.825
10319,0.991
10320,0.99
10321,0.985
10322,0.945
10323,0.972
10324,0.978
10325,0.939
10326,0.953
10327,0.931
10328,0.986
10329,0.952
10330,0.982
10331,0.984
10332,0.968
10333,0.814
10334,0.936
10335,0.972
10336,0.987
10337,0.875
10338,0.927
10339,0.519
10340,0.899
10341,0.981
10342,0.985
10343,0.962
10344,0.996
10345,0.888
10346,0.993
10347,0.968
10348,0.969
10349,0.976
10350,0.99
10351,0.996
10352,0.927
10353,0.969
10354,0.911
10355,0.947
10356,0.968
10357,0.955
10358,0.984
10359,0.908
10360,0.897
10361,0.926
10362,0.984
10363,0.883
10364,0.873
10365,0.97
10366,0.997
10367,0.971
10368,0.975
10369,0.959
10370,0.962
10371,0.974
10372,0.944
10373,0.999
10374,0.868
10375,0.916
10376,0.868
10377,0.996
10378,0.969
10379,0.968
10380,0.748
10381,0.941
10382,0.992
10383,0.988
10384,0.988
10385,0.968
10386,0.989
10387,0.952
10388,0.99
10389,0.982
10390,0.99
10391,0.955
10392,0.939
10393,0.965
10394,0.991
10395,0.975
10396,0.981
10397,0.983
10398,0.843
10399,0.978
10400,0.981
10401,0.96
10402,0.973
10403,0.946
10404,0.937
10405,0.842
10406,0.975
10407,0.986
10408,0.97
10409,0.94
10410,0.959
10411,0.943
10412,0.977
10413,0.954
10414,0.821
10415,0.988
10416,0.846
10417,0.94
10418,0.988
10419,0.806
10420,0.85
10421,0.99
10422,0.946
10423,0.983
10424,0.961
10425,0.972
10426,0.986
10427,0.944
10428,0.633
10429,0.929
10430,0.719
10431,0.968
10432,0.982
10433,0.998
10434,0.916
10435,0.83
10436,0.963
10437,0.995
10438,0.882
10439,0.97
10440,0.993
10441,0.991
10442,0.993
10443,0.901
10444,0.904
10445,0.929
10446,0.979
10447,0.974
10448,0.994
10449,0.461
10450,0.984
10451,0.985
10452,0.848
10453,0.707
10454,0.973
10455,0.942
10456,0.987
10457,0.962
10458,0.963
10459,0.984
10460,0.968
10461,0.907
10462,0.963
10463,0.962
10464,0.888
10465,0.972
10466,0.979
10467,0.987
10468,0.984
10469,0.989
10470,0.833
10471,0.983
10472,0.985
10473,0.985
10474,0.979
10475,0.986
10476,0.978
10477,0.984
10478,0.988
10479,0.983
10480,0.968
10481,0.965
10482,0.965
10483,0.993
10484,0.992
10485,0.984
10486,0.987
10487,0.979
10488,0.986
10489,0.952
10490,0.992
10491,0.975
10492,0.984
10493,0.952
10494,0.832
10495,0.992
10496,0.919
10497,0.966
10498,0.96
10499,0.949
10500,0.988
10501,0.998
10502,0.978
10503,0.987
10504,0.915
10505,0.964
10506,0.983
10507,0.935
10508,0.991
10509,0.891
10510,0.94
10511,0.983
10512,0.964
10513,0.917
10514,0.842
10515,0.998
10516,0.992
10517,0.869
10518,0.96
10519,0.628
10520,0.736
10521,0.96
10522,0.786
10523,0.92
10524,0.995
10525,0.816
