Y,F2,F24,F16,F4,F22,F10,F7,F19,F6,F5,F17
1,214,53949,132005,37,130188,128412,130752,118832,1000,119325,119672
1,49683,52644,122148,39,127255,139690,144293,121433,1000,188911,189610
1,46741,45202,121648,38,126822,138024,315517,93003,1000,120064,120763
1,936,12990,189388,33,127007,128299,130594,118832,2000,119853,120201
1,4548,30098,244725,47,127801,138298,315517,119703,1000,119650,120347
1,7972,49398,122190,38,129159,138050,315517,119703,6000,120064,120763
1,3886,13812,119777,51,131487,128385,303218,118832,2000,118779,119126
1,6769,82250,247502,42,15274,127968,19024,118832,1000,126560,126908
1,124643,287530,160653,37,127625,128725,130723,119596,1000,121662,122010
1,4613,54858,121648,33,127011,138325,315517,119703,2000,119650,120347
1,4588,34057,307459,42,127453,138341,143022,119703,1000,122088,122786
1,71208,53306,121648,33,132464,138384,315517,119703,1000,120064,120763
1,151301,51168,123797,39,127071,128462,303218,119186,2000,119657,120005
0,14899,51415,305276,42,127023,138223,142893,119703,2000,120724,121422
1,51272,13989,307459,36,132753,141011,143022,122606,1000,122088,122786
1,5233,85019,201214,37,130569,138050,143236,119703,1000,120381,121078
1,55137,27555,302007,35,131674,129090,130773,119933,3000,119346,135316
1,6240,24159,119777,31,131487,128051,303218,118832,1000,118779,119126
1,4620,13989,121648,40,128990,138411,315517,119703,1000,119650,120347
1,58892,24853,120677,47,126494,128040,305094,118773,5000,118819,119167
1,1308,43283,131520,41,127127,138325,142996,119703,1000,120607,121305
1,565,29429,119784,36,126433,127926,130186,118797,1000,118759,119106
0,1986,29049,129679,43,126540,137917,44319,119660,1000,120312,121010
1,50307,50607,120439,49,126427,128269,32020,119140,1000,119441,119789
1,4147,86037,181276,43,126912,139595,143022,121338,4000,139881,140579
1,22871,41120,184624,38,127445,128385,130937,118832,2000,120722,121070
1,3527,54011,196831,45,126591,129069,282787,119623,1000,119436,119784
1,7578,13812,292790,39,127730,128299,303218,118832,2000,118779,119126
0,3715,14507,132005,43,127482,128326,130752,118832,1000,119620,119968
1,2054,30487,163738,40,130265,138325,142485,119703,19000,119797,120496
1,800,40384,126273,36,136071,128412,303218,118832,2000,119657,120005
1,43,44668,119777,37,130773,127961,303218,118832,1000,119193,119542
1,3093,88258,299437,46,129226,127961,130723,118832,1000,122940,123288
1,4924,50325,137428,43,127599,138341,143022,119703,1000,121177,121875
1,59049,97202,121639,46,126515,137892,142485,119635,6000,119640,120338
1,8026,46594,119777,30,126869,128177,303218,119426,1000,119193,119542
0,58934,84457,119777,41,126940,128326,303218,118832,3000,119193,119542
1,5262,54089,315364,34,127078,138341,143022,119703,1000,121750,122448
1,49390,88654,121648,43,127530,137960,315517,119703,3000,120064,120763
1,13846,27555,301915,44,126944,128299,130697,118832,2000,119270,119617
1,7315,92413,121648,41,126822,138024,315517,93003,9000,120064,120763
1,7596,51827,123744,48,129271,128342,303218,118832,1000,119657,120005
1,7721,44663,127913,44,126494,127943,305094,118814,1000,119953,282009
1,1567,25846,315183,41,128604,138298,142996,119703,1000,120634,121332
1,1102,53159,310141,34,134930,138325,143241,119703,1000,120386,121083
1,8727,32626,119925,38,137379,128299,130186,118832,1000,118926,119275
1,49360,53108,121648,38,127612,138989,315517,120732,1000,120064,120763
1,5262,52224,242854,48,128147,128342,303218,118832,3000,119193,119542
1,48644,9528,119757,41,126433,128123,32020,118797,3000,118751,119100
1,16887,38970,131219,42,130918,138223,143693,119703,4000,122335,123033
1,7716,90879,129980,31,143865,138572,317393,120315,3000,120685,261615
1,1048,34881,149540,46,129271,128342,130662,118832,13000,125067,125415
1,234806,15586,143919,40,132155,128658,130671,119529,1000,119950,120298
1,1352,16114,131477,39,127459,127961,303218,118832,21000,128654,129003
1,7039,40484,289497,42,127332,128299,303218,118832,1000,119657,120005
1,18257,80620,121648,42,127487,138050,315517,119703,2000,119650,120347
0,15402,37447,127913,46,126494,134034,305094,124905,2000,119953,282009
0,51751,29355,195515,43,126494,129280,305094,120151,1000,127556,127905
1,20953,55436,131433,45,127180,137967,44391,119703,1000,120555,121253
1,213637,29448,121839,34,126628,138094,142485,119837,1000,119630,120327
1,7000,87575,120277,42,127332,128299,303218,118832,1000,119193,119542
1,5267,88229,235585,48,131693,128385,130697,118832,1000,119270,119617
1,2051,84268,260711,35,127530,137960,143558,119703,94000,122516,123215
1,7557,83624,119777,45,128536,128342,303218,118832,2000,118779,119126
1,4924,89257,314739,38,127599,138341,143022,119703,1000,121750,122448
1,123350,89228,129600,36,134477,138168,317393,119911,1000,119690,120388
1,50994,36860,119777,36,128517,128412,303218,118832,8000,118779,119126
1,14989,53939,129631,48,127843,137960,315517,119703,1000,120003,120701
1,4292,87312,131429,29,127293,128326,131003,118832,1000,122287,122635
1,52943,42779,158150,38,126469,127980,32020,118851,1000,119441,119789
1,49371,89939,119777,49,127459,127961,303218,118832,8000,118779,119126
1,3962,45045,119777,41,127063,128342,303218,118832,1000,119193,119542
1,5533,53138,121648,47,126822,138024,315517,93003,1000,120064,120763
1,15905,83891,129777,32,128905,128051,130723,118832,2000,121230,121578
0,2630,54432,119777,36,132450,128385,303218,118832,1000,118779,119126
1,49751,35924,134449,34,127112,141784,143051,123527,1000,120491,121189
1,53194,51624,313312,40,127519,127968,130697,118832,1000,119763,120111
1,275562,23983,119750,38,126427,127876,32020,118747,2000,118751,119100
1,57777,83246,156180,44,128791,137901,142996,119644,5000,122734,123432
1,2054,25954,291368,35,130265,138325,315517,119703,1000,119650,120347
1,51,89315,256120,43,128517,128412,130937,118832,2000,119510,119857
1,16875,14813,140107,40,128990,138411,315517,119703,1000,122434,123132
1,2396,49767,164902,44,126427,127876,32020,118747,2000,248531,248880
1,8380,25933,123046,40,127923,139300,315517,121043,3000,119650,120347
1,1568,31528,121472,40,131722,128224,130186,118832,6000,118926,119275
1,51379,86037,191615,38,127280,138341,143302,119703,1000,120447,121144
1,17076,50134,138848,39,128575,128299,130723,118832,2000,120879,121227
1,44020,11938,251378,41,127340,127961,131003,118832,8000,119576,119923
1,27479,9528,119757,36,126490,128123,32020,118797,1000,118751,119100
1,13348,26986,168755,40,128518,128445,32092,118832,1000,123955,124303
1,258,33630,121648,55,128990,138411,315517,119703,1000,120064,120763
1,310734,26648,121648,40,127476,138341,315517,119703,98000,119650,120347
1,52839,55826,121648,39,126964,138024,315517,93003,4000,119650,120347
1,22381,24097,119757,42,126461,128084,32020,118955,1000,118751,119100
1,214,11478,304701,40,130188,128412,16972,118832,61000,129102,129451
1,4905,10109,285428,45,128675,128342,130723,118832,1000,259307,259655
1,16778,54858,121648,46,128615,138325,315517,119703,1000,119650,120347
1,21358,47200,119757,41,126469,128490,32020,12017,1000,118751,119100
1,55959,117403,119777,38,130658,128326,303218,118832,1000,118779,119126
1,7017,32233,242854,40,130296,128342,303218,118832,1000,119193,119542
1,26339,25328,242854,39,126869,128326,303218,118832,8000,119657,120005
1,2612,103772,119777,52,132021,128299,303218,118832,3000,119193,119542
1,56643,54013,121919,46,126498,138078,142485,119821,1000,119630,120327
1,52126,50436,119777,39,128542,128342,303218,118832,2000,118779,119126
1,22374,47416,124013,42,126469,128123,32020,118797,1000,119441,119789
1,13819,36101,315183,37,127015,138341,142996,119703,23000,122391,123089
0,26865,55809,285477,29,126540,138137,44319,119880,1000,120312,121010
1,54276,51513,294066,41,126427,128101,32020,118761,2000,119441,119789
1,7051,30455,122002,39,128581,138444,315517,119703,2000,120003,120701
1,2855,10109,312481,42,127180,128887,130723,119758,1000,121217,121565
1,3918,111071,121648,31,127134,138341,315517,119703,1000,120064,120763
1,2818,25808,314331,39,126980,138298,143236,119703,2000,121593,122291
1,5654,35130,119777,37,130556,128412,303218,118832,1000,118779,119126
1,15641,86437,211312,33,127124,128169,305094,119040,1000,118819,119167
1,17853,24799,143371,37,126952,128224,130752,118832,5000,119325,119672
1,16135,83238,244721,38,128791,138325,142996,119703,4000,122391,123089
1,77513,23491,283606,43,126444,128192,32020,119063,2000,119441,119789
1,30564,44129,131434,36,129171,138223,142929,119703,1000,121671,122370
1,178,45432,121648,44,130893,138223,315517,119703,1000,120064,120763
1,1568,42248,125045,37,131722,128224,131394,118832,6000,119967,120314
1,7249,44661,149242,41,133345,138298,142961,119703,2000,125938,126636
1,5170,51230,121472,35,127146,128299,130186,118832,1000,118926,119275
1,56782,38285,121648,45,126822,138314,315517,120057,1000,120064,120763
0,2455,14310,255018,40,28321,128290,131520,119161,1000,126958,127306
1,19679,37053,122190,42,127101,138411,315517,119703,1000,120064,120763
1,1577,27319,122278,46,131745,138341,333172,119703,6000,120281,120978
0,19848,24157,123427,37,131674,129090,303218,119933,1000,119657,120005
1,8523,13812,119777,48,126901,127961,303218,118832,1000,119193,119542
1,25355,45512,156729,39,130287,138050,315517,119703,1000,123804,124502
1,2336,16114,119777,46,127482,128326,303218,118832,1000,118779,119126
0,52478,42778,140820,36,127176,138176,317393,120297,1000,119690,120388
1,5917,10160,298123,42,128867,128326,320873,118832,3000,119650,119998
1,278618,56040,315581,51,126662,138168,295086,119911,1000,120307,121005
1,21305,37452,255658,39,131419,128224,320873,118832,10000,119650,119998
1,4749,36129,237456,32,127015,138341,142996,119703,1000,124810,125509
1,17731,89990,242854,46,130822,128224,303218,118832,8000,119193,119542
1,46823,37688,283606,46,126469,127929,32020,118800,1000,119441,119789
1,51142,82893,128294,48,127180,128299,130723,118832,3000,119296,119643
1,7321,88091,121648,43,126822,138024,315517,93003,1000,119650,120347
1,30571,87053,121648,44,127762,138341,315517,119703,1000,119650,120347
1,1329,86320,304701,39,126453,127961,16972,118832,1000,129102,129451
1,7238,16680,242854,46,129100,128224,303218,118832,1000,118779,119126
1,6717,96176,119777,45,128542,128342,303218,118832,16000,118779,119126
1,888,50598,121648,41,130835,137960,315517,119703,1000,120528,121226
1,16887,53719,124066,29,127712,138223,143693,119703,1000,120838,121535
1,44099,14811,122190,44,127530,137960,315517,119703,1000,120064,120763
1,10423,51961,121655,37,126498,138268,44319,120011,1000,119622,120321
1,7588,90170,121648,39,127487,138050,315517,119703,1000,119650,120347
1,14749,82276,215815,43,126996,128445,303218,118832,2000,119657,120005
1,5257,288529,307459,40,127078,138298,143022,119703,1000,121750,122448
1,131459,33102,302007,45,126841,128342,130723,118832,1000,119296,119643
1,215824,83905,244762,40,132205,128315,303218,119186,2000,119193,119542
1,3926,35423,121648,41,130503,138384,315517,119703,1000,119650,120347
1,4954,88258,126448,37,128675,128342,130723,118832,4000,125449,125797
1,44075,16622,306572,39,127530,137901,29271,119644,1000,129973,130672
1,37108,36261,121796,38,134778,128412,320873,118832,7000,119650,119998
1,3273,50602,315364,45,138592,138325,333172,119703,1000,120429,121127
1,56643,88902,308261,44,126498,138078,44319,119821,1000,119622,120321
1,56801,50508,119757,35,126469,128216,32020,119087,1000,118751,119100
1,51095,33232,172107,43,142877,137901,142803,119644,1000,121706,122404
1,112679,25933,121648,33,127923,139300,315517,121043,2000,119650,120347
1,33284,43483,120656,50,132268,128299,303218,118832,1000,119657,120005
0,19660,12990,119777,39,127030,128412,303218,118832,4000,119193,119542
1,15449,43190,173769,42,136325,138341,143236,119703,1000,121593,122291
1,49860,17113,244725,30,135788,138298,315517,119703,2000,120064,120763
1,7087,90086,123797,49,132393,128385,303218,118832,1000,119657,120005
1,6773,104322,154542,40,15345,137967,31323,119703,1000,124034,124732
0,4207,10054,313493,32,128536,128342,130630,118832,1000,119203,308245
1,17411,16815,166347,47,128330,128224,282787,118832,1000,119080,119428
1,6236,30081,121648,37,129283,138223,315517,119703,1000,119650,120347
1,4393,51222,313572,42,128896,128342,130723,118832,1000,121217,121565
1,18723,27444,122527,45,137443,138384,315517,119703,5000,120528,121226
1,59000,30430,121655,35,126561,138009,142485,119658,1000,119630,120327
1,17853,29083,132005,35,126952,127902,130752,118773,1000,121825,122173
1,70167,13989,161843,36,90096,138594,143022,120337,2000,120570,121268
1,59803,24159,140939,39,129220,128025,261917,92132,1000,122016,122364
1,12804,25096,121655,42,126561,138083,142485,119826,1000,119630,120327
1,5048,27555,224996,42,128675,128342,130723,118832,1000,121370,121718
1,23218,88920,119777,37,131674,128342,303218,118832,3000,119657,120005
1,7556,127634,128144,39,126822,138024,315517,93003,1000,120528,121226
1,52126,27555,119777,50,128542,128342,303218,118832,3000,118779,119126
1,101829,27444,123980,33,129297,137960,142485,119703,18000,119797,120496
1,1843,30492,244725,35,130627,138411,315517,119703,1000,119650,120347
1,3136,88229,310994,31,127007,128299,130723,118832,3000,121662,122010
1,61382,47606,120066,37,126444,131518,130186,122389,1000,119067,119415
1,58744,30415,121655,39,126504,138009,142485,119658,1000,119630,120327
1,7620,85970,124570,35,127612,138989,315517,120732,1000,119650,120347
1,4211,84924,135857,39,127063,128342,130937,118832,1000,120722,121070
1,17096,28208,194979,33,126565,138039,317393,119644,1000,120685,261615
1,56643,47847,119784,38,126433,128084,130186,118955,2000,118759,119106
1,23129,83378,119777,43,127184,129691,131994,120562,1000,123840,124188
1,4010,91056,313436,42,127251,138886,143022,120629,1000,122533,123231
1,6272,25134,253614,38,127057,138341,142961,119703,1000,125938,126636
1,6262,84446,121648,42,129342,138341,315517,119703,1000,120528,121226
1,1056,10288,309104,37,127438,128887,130697,119758,1000,119736,120084
1,44030,38030,141167,37,127772,127961,130942,118832,1000,128596,128944
1,55706,85426,122548,35,127243,138039,317393,119644,1000,120018,120716
1,49675,51157,119777,41,129954,128299,303218,118832,2000,119193,119542
1,2587,26445,190086,46,15274,127968,19024,118832,615000,126560,126908
1,58432,90025,312460,47,128608,127902,130937,118773,1000,119510,119857
1,18238,53413,119777,36,127416,128051,303218,118832,1000,118779,119126
1,4551,51645,119777,36,127249,128342,303218,118832,1000,119193,119542
1,7569,36061,119777,44,127416,128051,303218,118832,2000,118779,119126
1,15510,89435,284530,47,126565,138039,317393,119644,1000,120824,283230
1,52773,86037,175486,43,127531,139595,143022,121338,2000,122533,123231
1,132547,36122,119777,34,141079,127902,303218,118773,4000,119193,119542
1,71992,33058,119784,41,126433,127975,130186,118846,4000,118759,119106
1,16833,26429,133376,48,129372,127968,130697,118832,6000,119270,119617
1,15421,49586,129784,41,126565,144033,317393,125776,1000,120824,283230
1,46548,42406,124256,47,127217,138298,142485,119703,2000,119797,120496
1,99706,46403,136337,41,127321,138444,143302,119703,2000,120447,121144
1,44075,90358,306572,36,127530,137901,29271,119644,1000,121090,121788
1,14816,43200,128356,36,127295,128385,16972,118832,3000,122467,122815
1,23218,25470,119777,28,131674,128342,303218,118832,4000,119657,120005
1,3290,85970,137440,40,128937,138444,149085,119703,1000,209869,210568
1,117482,85970,121648,38,127155,139089,315517,120804,1000,120064,120763
0,785,44061,124978,37,129271,128342,132817,118832,3000,121390,121737
1,2747,15741,312004,44,129443,138289,142996,120032,1000,120141,120838
1,7497,107163,150856,41,127403,138298,315517,119703,1000,120528,121226
1,19876,56040,121648,42,131821,138298,315517,119703,1000,120064,120763
1,5031,14811,244725,34,127134,138298,315517,119703,1000,119650,120347
1,49592,89274,119777,42,126940,128326,303218,118832,1000,118779,119126
1,3071,85980,308270,36,129212,128224,130942,118832,1000,119515,119862
0,2723,86437,119817,40,126494,132973,305094,123751,1000,118819,119167
0,70099,49533,244725,42,127366,138384,315517,119703,1000,119650,120347
1,124353,83239,310975,37,127509,138886,142996,120629,1000,120607,121305
1,74868,45060,121648,38,127011,138325,315517,119703,16000,120528,121226
1,4518,48460,119777,37,127430,128051,303218,118832,1000,118779,119126
1,4415,43375,125750,38,127127,138325,142996,119703,3000,120607,121305
1,736,29440,155144,36,127730,128299,130942,118832,1000,119515,119862
1,49301,35528,119777,47,127744,128299,303218,118832,2000,119193,119542
0,34630,12990,119777,33,126869,128326,303218,118832,3000,119193,119542
1,808,44715,121648,40,129342,138298,315517,119703,1000,120064,120763
1,52123,12990,172255,35,90025,128595,130723,119466,1000,119296,119643
1,8111,80926,121648,42,127801,138298,315517,119703,1000,120064,120763
1,48494,45898,283606,43,126469,128123,32020,118797,1000,119441,119789
1,17777,27600,281314,46,130556,128412,320873,118832,28000,119558,119906
1,15572,88229,126999,37,131693,128385,130697,118832,1000,119763,120111
1,4638,51747,123744,36,127730,128299,303218,118832,2000,119657,120005
1,17687,83398,242854,45,127063,128299,303218,118832,1000,119193,119542
1,92325,35423,172107,38,127923,139089,142803,120804,1000,121706,122404
1,801,15030,304701,45,286242,128412,16972,118832,1000,129102,129451
1,55826,55926,221322,39,128919,141784,143210,123527,1000,122866,123564
1,7591,85662,121648,41,129796,138298,315517,119703,1000,120528,121226
1,4924,52229,226867,34,128746,138341,143022,119703,1000,122241,122939
1,158775,42291,268735,43,126944,130342,130697,121213,1000,119270,119617
1,7414,17679,123667,41,128544,138223,333172,119703,2000,120521,121219
1,8734,114076,121648,41,127684,138444,315517,119703,1000,120528,121226
1,7170,49999,121648,39,126940,138325,315517,119703,1000,120064,120763
1,53257,47619,119768,43,126427,127932,32020,118803,3000,118751,119100
1,25761,84599,159283,31,127756,138289,143072,120032,2000,121800,122498
1,5076,36129,283185,32,131745,138341,333172,119703,2000,120521,121219
1,58710,29429,119757,46,126490,128123,32020,118797,1000,118751,119100
1,55311,85214,133503,40,126647,138024,274216,93003,1000,122887,123585
0,51382,41577,128789,46,129037,138050,143302,119703,1000,120447,121144
1,5446,54858,121648,40,128613,138341,315517,119703,17000,120064,120763
1,15473,30409,121655,36,126561,138215,142485,119958,2000,119630,120327
1,2701,34881,166394,40,128345,128169,134215,119040,7000,123002,123350
1,49460,51705,207448,43,131764,138050,142996,119703,1000,120634,121332
1,4752,288529,253646,50,134492,138298,143022,119703,18000,120167,120864
1,5917,10160,154659,37,128867,128326,130942,118832,1000,119714,120062
1,4143,14182,313617,40,129657,128887,130723,119758,2000,120879,121227
1,3523,53588,121785,33,126662,139068,295086,120494,2000,119788,120485
1,5219,48736,161543,37,127528,128342,130630,118832,8000,119203,308245
1,3645,35423,143085,44,129291,138050,143236,119703,13000,121593,122291
1,53258,44929,169006,52,126427,127876,32020,118747,1000,118751,119100
1,16162,82160,159814,33,128924,138050,274216,119703,11000,120203,120901
1,4923,28554,158884,36,127599,138341,143022,119703,1000,120167,120864
0,7601,107642,119777,43,127541,128990,303218,119861,1000,119193,119542
1,7685,33300,121648,36,127801,138298,315517,119703,40000,119650,120347
0,58739,49400,284530,46,126565,138255,317393,119998,2000,128427,129126
1,121041,89576,159018,41,126565,141004,317393,122747,1000,120824,283230
1,17064,26445,120677,42,126494,128040,305094,118773,2000,119147,119495
1,7471,17113,121648,30,127134,138341,315517,119703,1000,119650,120347
1,23428,91638,122310,42,126561,138601,44319,120344,1000,120312,121010
1,21574,55041,294066,37,126490,128006,32020,118877,1000,119441,119789
1,4518,54461,119777,33,127430,128051,303218,118832,6000,119193,119542
1,71910,84215,128735,47,127792,128025,136444,92132,1000,125017,125365
1,53433,53153,146020,44,126540,138148,44319,119658,1000,120312,121010
1,1651,52362,283185,36,127127,138325,333172,119703,2000,120521,121219
1,8026,96112,119777,33,126869,128177,303218,119426,1000,119193,119542
1,4696,31443,121648,35,129283,138223,315517,119703,2000,120064,120763
1,7151,45485,119777,39,126869,128326,303218,118832,1000,118779,119126
1,1430,43720,132005,42,129271,127902,130752,118773,1000,119325,119672
1,5067,30500,226867,39,128746,138341,143022,119703,13000,122241,122939
1,7840,37497,176316,45,127041,128326,282787,118832,1000,133565,133913
1,6472,10157,167460,43,127405,128342,131259,118832,5000,121645,121994
1,16700,51222,120165,34,128575,129596,130594,120467,1000,119167,119514
1,1252,99986,130230,40,128791,138325,142996,119703,3000,120634,121332
1,118076,50766,121782,38,126590,137967,142485,119703,1000,119715,182173
1,67363,126742,201782,29,126532,137909,44319,119652,1000,120312,121010
1,3907,34424,142711,44,130217,128385,131061,118832,3000,123423,123772
1,1792,47582,141691,35,127843,137960,143241,119703,1000,152496,153194
0,277,89228,121648,48,127024,138384,315517,119703,1000,120064,120763
1,49673,88229,119777,38,131099,128445,303218,118832,2000,118779,119126
1,17044,54917,284530,34,126565,138039,317393,119644,3000,120824,283230
1,1967,10157,127808,42,126469,127918,32020,118789,1000,119441,119789
1,7102,89450,119777,35,130510,128385,303218,118832,2000,119193,119542
1,46513,43371,121648,44,126524,137901,315517,119644,1000,119650,120347
0,4607,43954,242854,41,128932,128326,303218,118832,2000,118779,119126
1,1048,89092,120233,43,129271,128342,130662,118832,1000,119235,119582
1,47678,48528,121628,39,126504,137928,44319,119671,25000,119622,120321
1,46155,34126,124458,37,128791,138325,142485,119703,4000,119797,120496
1,49692,51461,121648,44,131170,138444,315517,119703,1000,119650,120347
1,17827,84751,244725,44,128544,138223,315517,119703,1000,119650,120347
1,4044,33102,129600,39,126850,128299,130723,118832,10000,119707,120055
1,2086,46871,176179,44,126469,128953,32020,119824,2000,119441,119789
1,2874,52263,303878,38,127251,138886,143022,120629,1000,120167,120864
1,25272,44087,123659,34,128848,128326,130911,118832,10000,121995,122343
0,19850,89383,119777,41,132306,128385,303218,118832,1000,119193,119542
1,51161,30500,165594,40,127251,138298,143022,119703,1000,120167,120864
1,187,16114,119777,30,130188,128412,303218,118832,1000,119193,119542
1,4496,51576,242854,37,127241,128385,303218,118832,2000,118779,119126
1,1446,44718,294661,41,129342,138298,315517,119703,3000,120528,121226
1,3606,13855,124733,35,127127,139089,142996,120804,3000,122734,123432
1,7562,91009,122148,40,129171,138223,315517,119703,2000,120064,120763
1,4572,31813,120131,37,127063,128299,303218,118832,12000,119132,119480
1,28318,85214,121648,42,126822,138314,315517,120057,1000,120528,121226
1,15630,44205,282659,35,127105,128040,305094,118773,1000,119953,282009
1,17967,28194,124347,36,127430,138444,44391,119703,16000,120555,121253
1,23273,51791,257528,40,127685,128224,130773,118832,2000,120929,121277
0,46563,25505,273148,37,128604,138298,142996,119703,1000,120141,120838
1,20561,50451,157147,37,127105,128169,305094,119040,16000,119953,282009
1,3923,87378,119777,40,128494,128342,303218,118832,1000,118779,119126
1,2747,44866,312004,48,129443,138289,142996,120032,1000,120141,120838
1,13849,26327,121648,34,126940,138223,315517,119703,1000,119650,120347
1,7041,43660,120131,35,127772,127961,303218,118832,1000,119150,119499
1,3041,14509,130403,44,130561,128342,131061,118832,1000,127057,127405
1,148950,90070,308799,49,127541,138211,142996,119954,1000,120634,121332
1,3886,88229,119777,32,131487,128051,303218,118832,1000,118779,119126
1,3083,13989,124421,33,127101,138411,333172,119703,13000,120429,121127
1,17271,35130,312868,38,128947,128051,130723,118832,4000,121217,121565
1,49979,87655,119777,41,126952,128224,303218,118832,2000,118779,119126
1,57733,10157,305321,52,127250,128445,131003,118832,1000,119576,119923
1,254,90675,121648,36,128990,138411,315517,119703,1000,120064,120763
1,20144,29501,176671,47,129226,127961,130937,118832,1000,119510,119857
1,2628,26939,119777,49,130528,128326,303218,118832,2000,119193,119542
1,86875,47850,282659,45,127105,128040,305094,118773,1000,119953,282009
1,2333,15248,122701,35,286313,138411,143558,119703,1000,120703,121400
1,46203,10288,208108,43,127438,128887,130697,119758,1000,119763,120111
1,84755,26579,225025,44,130336,138223,274216,119703,1000,122355,123053
1,5654,95659,126273,42,130556,128412,303218,118832,1000,119657,120005
1,1601,34368,119925,36,127056,128326,130186,118832,1000,118844,180952
1,762,88500,119777,48,129271,128299,303218,118832,1000,119193,119542
1,54257,33153,120965,43,127641,129090,131394,119933,1000,119967,120314
1,1348,126653,8415,43,127530,137960,29271,119703,1000,121090,121788
1,7538,41407,242854,38,133274,128342,303218,118832,1000,118779,119126
1,55842,49475,136435,43,127476,138341,295086,119703,3000,134436,135134
1,15389,27209,157147,50,126494,128169,305094,119040,1000,119953,282009
1,28927,102416,233733,35,127149,138325,145116,119703,1000,139763,140461
1,2703,38209,151338,50,126494,132973,305094,123751,1000,118819,119167
1,5260,82242,121936,42,129220,128051,130723,118832,1000,121230,121578
1,4226,89228,126786,46,128607,138341,143558,119703,1000,120703,121400
1,7444,26070,122195,42,127787,128224,131394,118832,1000,123721,124070
1,56013,29416,246318,40,127148,128149,130186,118787,1000,118926,119275
1,76560,80222,295937,50,126498,137982,44319,119725,1000,120312,121010
1,13872,52109,119777,41,127370,128051,303218,118832,3000,118779,119126
1,50058,46900,119777,40,126940,128326,303218,118832,5000,118779,119126
1,7578,45529,119777,38,127730,128342,303218,118832,1000,119193,119542
1,50333,49831,121628,37,126504,137881,44319,119624,1000,119622,120321
1,1435,11056,121648,40,127057,138298,315517,119703,1000,119650,120347
1,1343,46145,119777,44,127459,127961,303218,118832,10000,119193,119542
1,18491,27385,260857,39,128218,138341,143022,119703,1000,126915,127613
1,25797,56040,121639,49,126628,138005,44319,119748,1000,119622,120321
1,14946,15813,167586,39,128866,128445,303218,118832,1000,119657,120005
1,1049,50820,121648,44,128544,138223,315517,119703,1000,120064,120763
1,7017,51222,119777,38,130296,128342,303218,118832,1000,119193,119542
1,50599,48944,283606,45,126490,128114,32020,118985,1000,119441,119789
1,14837,42406,121648,42,126972,137960,315517,119703,1000,120528,121226
1,56804,86435,121655,44,126504,137915,142485,119658,4000,119630,120327
1,3527,35130,196831,50,126591,129069,282787,119623,1000,119436,119784
1,2559,89314,242854,36,127405,128342,303218,118832,1000,118779,119126
1,9274,17096,124433,49,129171,138223,315517,119703,3000,122434,123132
1,16946,13812,119777,39,128866,128445,303218,118832,1000,118779,119126
1,53047,30134,121785,39,126662,139254,295086,132312,10000,119788,120485
1,49462,34101,303878,39,128218,138341,143022,119703,1000,120167,120864
0,4359,87322,119777,39,127506,128299,303218,118832,1000,119193,119542
1,15663,54057,162566,41,130941,128051,305094,118832,8000,129776,130124
1,226,28365,121648,23,130259,138411,315517,119703,2000,119650,120347
1,72229,52816,146195,54,128903,137901,142996,119644,4000,120607,121305
1,23365,87734,281314,38,127957,128051,320873,118832,1000,119558,119906
1,59783,10054,311162,40,130510,128385,130723,118832,1000,119785,120133
1,49887,37366,122002,46,130627,138411,315517,119703,1000,119650,120347
1,15816,14811,121648,40,127155,138298,315517,119703,2000,119650,120347
1,22326,24851,282659,45,126494,128040,305094,118773,1000,119953,282009
1,1520,111954,122584,38,127460,137960,143241,119703,1000,120585,121283
1,133838,43285,133876,38,127155,139089,143051,120804,1000,120196,120893
1,13892,49536,123929,50,128917,128445,320873,118832,1000,119558,119906
0,19848,43728,123427,43,131674,129090,303218,119933,6000,119657,120005
0,52705,13810,6544,36,127459,127961,16972,118832,2000,120219,120567
1,6253,35130,251743,45,126986,128342,130662,118832,3000,125067,125415
1,53298,87700,204755,43,127276,128290,130723,119161,1000,119707,120055
1,44954,12105,121796,47,127070,137960,142485,119703,7000,119797,120496
1,31959,29431,260070,47,127148,128010,130186,118787,1000,118844,180952
0,2630,43826,119777,49,132450,128326,303218,118832,1000,119193,119542
1,56172,31799,158579,42,28215,127968,130697,118832,1000,121520,121868
1,122034,87160,127039,42,126461,128219,32020,119090,1000,119441,119789
1,17128,14811,125615,44,127023,138223,315517,119703,1000,134415,135113
1,139391,288529,313033,39,127696,140341,142970,122084,5000,120821,121519
1,5578,83302,121648,42,127134,138298,315517,119703,1000,120064,120763
1,70080,86523,119777,46,126936,128385,303218,118832,4000,118779,119126
1,1387,89871,121648,47,128716,138050,315517,119703,4000,119650,120347
1,70084,49020,170236,30,126751,128025,130504,92132,3000,120835,121183
1,7463,26169,124066,36,127858,138223,143693,119703,1000,120838,121535
1,2040,29849,238594,39,126998,138549,143236,120292,52000,120381,121078
1,2444,26494,121648,39,128937,138444,315517,119703,1000,120064,120763
0,17651,38221,121786,32,126662,138039,295086,119644,1000,119788,120485
1,44040,54902,242854,44,130764,127961,303218,118832,15000,118779,119126
1,7590,84616,122527,37,127023,138223,315517,119703,1000,120528,121226
1,2162,52051,137221,39,126427,130215,131483,119453,1000,120065,120413
1,25705,103307,121083,31,127209,128342,130966,118832,1000,119797,120145
