Y,F2,F3,F4,F5,F6,F7,F8,F10,F11,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24
1,13819,0,31,120141,1000,142996,1,138341,1,1,303786,120838,1,119703,1,1,127015,1,28554
1,7543,0,39,119193,1000,303218,1,128224,1,1,120277,119542,1,118832,1,1,129100,1,47860
1,15904,0,30,121230,1000,130723,1,128051,1,1,312868,121578,1,118832,1,1,128905,1,27555
1,28254,0,36,134415,2000,315517,1,138314,1,1,125668,135113,1,120057,1,1,132276,1,84796
1,5260,0,43,119797,2000,142485,1,138594,1,1,123980,120496,1,120337,1,1,90096,2,90870
1,100336,0,41,118769,2000,130186,1,127893,1,1,119768,119117,1,118764,1,1,126444,1,35574
1,2799,0,29,119193,1000,303218,1,128299,1,1,119777,119542,1,118832,1,1,127332,1,36371
1,31095,0,36,119640,1000,142485,1,138235,1,1,121655,120338,1,119868,1,1,126515,1,88956
1,124,0,35,119650,1000,315517,1,138444,1,1,176377,120347,1,119703,1,1,127067,1,30837
1,4041,0,45,119657,2000,303218,1,128445,1,1,120656,120005,1,118832,1,1,127613,1,62238
1,27653,0,40,139712,1000,143210,1,138325,1,1,239055,140411,1,119703,1,1,128919,1,47575
1,5299,0,40,122088,9000,143022,1,139595,1,1,286336,122786,1,121338,1,1,132753,1,52229
1,58744,0,43,119630,1000,142485,1,138009,1,1,121655,120327,1,119658,1,1,126504,1,30407
1,5427,0,44,119193,1000,303218,1,128342,1,3,119777,119542,1,118832,1,1,128542,1,51729
1,25493,0,38,119441,2000,32020,1,128717,1,1,159108,119789,1,119588,1,1,126444,1,87408
1,4608,0,41,120521,1000,333172,1,138223,1,1,283185,121219,1,119703,1,1,128544,1,37218
1,1487,0,42,121706,3000,142803,1,138298,1,1,172107,122404,1,119703,1,1,127057,2,45820
1,124334,0,32,119736,1000,130697,1,128887,1,1,122862,120084,1,119758,1,1,127438,1,44929
1,15955,0,43,120528,5000,315517,1,138325,1,1,164733,121226,1,119703,1,1,126940,1,49398
1,8086,0,28,119193,1000,303218,1,128385,1,1,119777,119542,1,118832,1,1,127184,1,52362
1,34630,0,40,118779,3000,303218,1,128326,1,1,242854,119126,1,118832,1,1,126869,1,36261
1,3350,0,39,119657,5000,303218,1,128342,1,1,123744,120005,1,118832,1,1,130296,1,53949
1,16940,0,39,118779,1000,303218,1,127961,1,1,242854,119126,1,118832,1,1,127050,1,83838
1,800,0,55,119657,1000,303218,1,128412,1,1,242854,120005,1,118832,1,1,136071,1,53614
1,46272,0,39,119515,6000,130942,1,128326,1,1,125752,119862,1,118832,1,1,134859,2,10178
1,2032,0,39,120822,1000,303218,1,127961,1,1,313312,121170,1,118832,1,1,126453,1,40740
1,17731,0,39,125067,1000,130662,1,128224,1,1,129398,125415,2,118832,1,1,129212,1,50819
1,5081,0,37,120800,2000,130630,1,128299,1,1,152681,121149,1,118832,1,1,129657,1,84971
1,4086,0,43,119853,2000,130594,1,128299,1,1,303405,120201,1,118832,1,1,127007,3,93956
1,1493,0,40,119515,9000,130942,1,128025,1,1,125752,119862,1,92132,1,1,126999,1,88229
1,6065,0,35,119657,2000,303218,1,128412,1,1,119777,120005,1,118832,3,1,128919,1,89902
1,58991,0,35,119630,1000,142485,1,138078,1,1,121919,120327,1,119821,1,1,126498,1,54012
1,7067,0,44,119650,1000,315517,1,138211,1,1,121648,120347,1,119954,1,1,131821,1,42770
1,7497,0,36,120528,1000,315517,1,138298,1,1,150856,121226,3,119703,1,1,127403,1,26469
0,5084,0,33,120570,5000,143022,1,138298,1,1,240477,121268,1,119703,1,1,135904,2,31033
1,1571,0,30,118926,7000,130186,1,128224,1,1,119925,119275,1,118832,1,1,131722,1,34465
1,52772,0,40,123811,1000,143022,1,138050,1,1,131648,124509,1,119703,1,1,128976,1,26020
1,2867,0,42,120879,1000,130723,1,128887,1,1,271277,121227,1,119758,1,1,126944,1,43612
1,7448,0,30,120196,1000,143051,1,138384,1,1,129831,120893,1,119703,1,1,127366,1,53850
1,17750,0,41,120064,1000,315517,2,138223,1,1,121648,120763,1,119703,1,1,130893,1,89228
1,2855,0,45,119296,1000,130723,1,128887,1,1,302007,119643,1,119758,1,1,127180,1,27555
1,5754,0,46,119650,2000,315517,1,138298,1,1,121648,120347,1,119703,1,1,133345,1,11090
1,19871,0,39,121841,1000,295086,1,138050,1,1,178187,122539,1,119703,1,1,128716,1,49528
1,46136,0,40,118926,11000,130186,1,128326,1,1,122587,119275,1,118832,1,1,128720,1,29126
1,15440,0,29,131352,1000,132083,1,128051,1,1,187655,131700,1,118832,1,1,127416,1,27209
1,14768,0,38,120064,1000,315517,1,138444,1,1,121648,120763,1,119703,1,1,127067,1,90798
1,7463,0,40,118926,1000,130186,1,128342,1,1,306928,119275,1,118832,1,1,130848,1,88436
1,800,0,44,118779,1000,303218,1,128412,1,1,119777,119126,1,118832,1,1,136071,1,40384
1,3090,0,36,123338,1000,29271,1,138223,1,1,134905,124036,1,119703,1,1,129283,1,33639
1,3886,0,40,118779,1000,303218,1,128051,1,1,119777,119126,1,118832,1,1,128645,1,49020
1,3454,0,51,119797,1000,142485,1,138168,1,1,122750,120496,1,119911,2,1,126662,1,33872
1,98610,0,42,123918,2000,132817,1,128051,1,1,124978,124266,1,118832,1,1,128853,1,83153
1,8752,0,40,120064,1000,315517,1,138050,1,1,244725,120763,1,119703,1,1,128606,1,88303
1,71208,0,29,120064,1000,315517,1,138384,1,1,121648,120763,1,119703,5,1,132464,1,89055
1,119111,0,32,120578,1000,143022,1,139073,1,1,314978,121276,1,119905,1,1,127696,1,52229
1,16825,0,27,119403,7000,130430,1,128326,1,1,279885,119751,1,118832,1,1,131271,1,30034
1,70103,0,40,120064,1000,315517,1,138024,1,1,121648,120763,1,93003,1,1,127487,1,46186
1,4619,0,38,120167,21000,143022,1,138594,1,1,152840,120864,1,120337,1,1,90096,1,89257
1,232,0,37,119193,2000,303218,1,128342,1,1,119777,119542,2,118832,1,1,14653,1,42548
1,7842,0,37,118819,1000,305094,1,129280,1,1,121230,119167,1,120151,1,1,127172,1,84132
1,7508,0,40,125410,1000,131169,1,128349,1,1,127410,125758,1,119220,1,1,131221,1,82859
0,15586,1,42,119763,3000,130697,1,128445,1,1,313312,120111,1,118832,1,1,132719,1,89117
1,31959,0,40,118844,4000,130186,1,128010,1,1,120118,180952,1,118787,1,1,127148,1,29431
1,14807,0,35,119193,1000,303218,1,128326,1,1,119777,119542,1,118832,1,1,136019,1,34702
1,17579,0,37,119132,1000,303218,1,128025,1,1,120131,119480,1,92132,2,1,126751,1,50822
1,5133,0,42,120800,1000,130630,1,128299,1,1,221700,121149,1,118832,1,1,127180,1,10065
1,22985,0,34,119650,2000,315517,1,138223,1,1,121648,120347,1,119703,1,2,127023,1,24981
1,57644,0,45,120555,1000,44391,1,138341,1,1,153545,121253,1,119703,1,1,232578,1,31033
1,26338,0,41,118779,1000,303218,1,128326,1,1,242854,119126,1,118832,1,1,126940,1,126834
0,27915,0,40,119441,1000,32020,1,128106,2,1,283606,119789,1,118977,1,1,126433,1,47118
1,25274,0,41,119650,2000,315517,1,137960,1,1,121648,120347,1,119703,1,1,127530,2,85457
1,53433,0,41,120312,3000,44319,1,138148,1,1,285477,121010,1,119658,1,1,126540,1,48861
1,1484,0,42,122434,1000,315517,1,138341,1,1,124432,123132,1,119703,1,1,129342,1,44719
1,22381,0,40,118751,1000,32020,1,128084,1,1,119757,119100,1,118955,1,1,126461,1,23015
1,53208,0,41,119193,2000,303218,1,128299,2,1,119777,119542,1,118832,1,1,28321,1,89082
1,7604,0,37,119325,7000,130752,1,128224,1,1,132005,119672,1,118832,1,1,126952,1,32264
1,7528,0,46,119650,1000,315517,1,138298,1,1,244725,120347,1,119703,1,1,127801,1,14811
1,59265,0,41,120824,1000,317393,1,138039,1,1,284530,283230,1,119644,1,1,127243,1,42778
1,687,0,44,118779,1000,303218,2,128342,1,1,119777,119126,1,118832,1,1,129271,1,88082
1,2686,0,49,119650,1000,315517,1,138411,1,1,244725,120347,1,119703,1,1,129146,1,12778
1,5675,0,34,118779,1000,303218,1,128299,2,1,119777,119126,1,118832,1,1,129271,1,13812
1,2333,0,36,125480,1000,143558,1,138411,1,1,131217,126179,1,119703,1,1,286313,1,37049
1,28608,0,40,119396,1000,130630,1,128326,1,2,312479,119744,1,118832,1,1,129234,1,65796
0,6253,0,43,119203,2000,130630,1,128342,1,1,313493,308245,1,118832,1,2,126986,1,88258
1,44954,0,43,120936,42000,143782,1,137960,1,1,138878,121634,1,119703,1,3,127070,1,12371
1,4182,0,40,120074,2000,142929,1,138298,1,1,307459,309466,1,119703,1,1,128646,1,90654
1,7364,0,41,118779,1000,303218,1,128342,1,1,119777,119126,1,118832,1,1,131674,1,52832
1,7532,0,44,121563,1000,303218,1,128299,1,1,170244,121911,1,118832,1,1,127332,1,40808
0,4102,0,37,119193,2000,303218,1,128051,1,1,242854,119542,1,118832,1,1,127541,1,54196
1,5228,0,54,121370,1000,130723,1,128342,1,1,224996,121718,1,118832,1,1,127528,1,51230
1,5423,0,35,118779,2000,303218,1,128342,1,1,119777,119126,1,118832,1,1,128147,1,41407
1,20937,0,41,120881,5000,143072,1,139068,1,1,179845,121579,1,120494,1,1,127756,2,45020
1,5158,0,43,118779,2000,303218,1,129090,1,2,119777,119126,1,119933,1,1,130259,1,90583
1,4882,0,31,121217,2000,130723,1,128299,1,1,312868,121565,1,118832,1,1,131604,1,10109
1,51076,0,39,119190,1000,130504,1,127902,1,1,170236,119539,1,118773,1,1,142806,1,31567
1,2307,0,36,122516,1000,143558,2,138411,1,1,122701,123215,1,119703,1,1,129204,1,90624
1,98720,0,43,120312,1000,44319,1,137974,1,1,285477,121010,1,119717,1,1,126561,1,24490
1,4236,0,44,125025,1000,130723,1,128299,1,1,302007,125373,1,118832,1,1,126850,1,34407
1,832,0,38,119650,2000,315517,1,138223,1,1,121648,120347,1,119703,1,1,129171,1,43247
1,5097,0,45,123766,53000,143819,1,137960,1,1,135161,124464,1,119703,1,1,127411,1,17814
1,93200,0,38,119630,1000,142485,2,138162,1,1,121621,120327,1,119905,1,1,126498,1,24706
1,4583,0,39,118779,2000,303218,1,128385,1,1,292749,119126,1,118832,1,1,130510,1,43998
1,25330,0,41,130507,3000,143210,1,138384,1,1,134544,131206,1,119703,1,1,131692,1,36129
1,13280,1,43,118771,1000,32020,1,128219,1,1,119768,119120,1,119090,1,1,126770,1,36968
1,6916,0,47,120838,1000,143693,1,138039,1,1,122981,121535,1,119644,1,1,127858,1,26903
1,89293,0,36,119763,1000,130697,1,127968,1,1,147231,120111,1,118832,1,1,127519,1,89860
1,3766,0,46,119510,1000,130937,1,128299,1,1,135650,119857,1,118832,1,1,128608,1,34868
1,51360,0,43,119576,2000,131003,1,128342,1,1,189744,119923,1,118832,1,1,127209,1,33101
1,4514,0,42,119193,1000,303218,1,128224,1,1,119777,119542,1,118832,1,1,129100,1,10140
1,17279,0,45,118926,1000,130186,1,128299,1,1,120314,119275,1,118832,1,1,127382,1,40578
1,22895,0,38,122092,1000,142893,1,140341,1,1,302027,122790,1,122084,1,1,127326,1,51003
1,5061,0,38,119396,1000,130630,1,128299,1,1,131416,119744,1,118832,1,1,127007,1,52060
1,3504,0,37,118917,1000,282787,1,129069,1,1,121691,119264,1,119623,1,1,126591,2,26445
1,52145,0,43,123918,1000,132817,1,128212,1,1,279564,124266,1,119083,1,1,128905,1,10157
0,7049,0,41,120521,1000,333172,1,138223,1,1,283185,121219,1,119703,1,1,128670,1,90178
1,51244,0,43,119515,1000,130942,1,128326,1,1,166623,119862,1,118832,1,1,126869,1,88757
1,69108,0,39,120312,1000,44319,1,138009,1,1,303905,121010,1,119658,1,2,126540,1,30430
1,16351,0,39,119650,4000,315517,1,138444,1,1,121648,120347,1,119703,1,1,128937,1,91092
1,4041,0,43,120196,5000,143051,2,138341,1,1,234572,120893,1,119703,1,1,127476,1,45761
1,3875,0,35,118926,2000,130186,1,127968,1,1,119925,119275,1,118832,1,1,127222,1,43163
1,3875,0,39,120064,2000,315517,1,138223,1,1,121648,120763,1,119703,1,1,128544,1,38199
1,53168,0,41,121520,1000,130697,1,129090,1,2,131145,121868,1,119933,2,1,127056,1,41407
1,6217,0,39,119193,2000,303218,1,128224,1,1,119777,119542,1,118832,1,1,129212,1,87691
1,23262,0,36,122391,1000,142996,1,138298,1,1,315183,123089,1,119703,1,1,128604,1,41505
1,4927,2,46,121370,13000,130723,1,128299,1,1,224996,121718,2,118832,1,1,127007,1,82893
1,64195,0,40,118751,1000,32020,1,127932,1,1,119750,119100,1,118803,1,1,126427,1,87448
1,93586,0,46,119067,1000,130186,1,128976,1,1,120066,119415,1,119847,1,1,126444,1,44662
1,15406,0,40,120722,2000,130937,1,128342,1,1,127075,121070,1,118832,1,1,127172,1,84353
1,5469,0,37,120386,63000,143241,1,138325,1,1,127623,121083,1,119703,1,1,127011,1,28727
1,46494,0,41,118779,2000,303218,1,127902,1,1,119777,119126,1,118773,1,1,126453,1,82254
1,7289,0,46,119650,3000,315517,1,137960,1,1,121648,120347,1,119703,1,1,126972,1,56115
1,4011,0,39,120306,1000,130723,1,128342,1,1,135557,120654,1,118832,1,1,128675,1,34871
1,311733,0,34,122734,1000,142996,1,137901,1,1,124733,123432,1,119644,1,1,127127,3,83240
1,17878,0,39,120906,1000,32092,1,128385,1,1,143951,121254,1,118832,1,1,139616,1,26986
1,5174,0,39,119167,1000,130594,1,128290,1,1,120165,119514,1,119161,1,1,128439,1,12795
1,3318,0,41,120838,1000,143693,1,138223,1,1,124066,121535,1,119703,1,1,128661,1,26579
1,7688,0,42,120064,2000,315517,1,138384,1,1,121648,120763,1,119703,1,1,127366,1,48768
1,46845,0,41,118751,1000,32020,2,127929,1,1,119757,119100,1,118800,1,1,126490,1,29436
1,7590,0,28,120528,1000,315517,1,138223,1,1,122527,121226,1,119703,1,1,127023,1,99992
1,5776,1,38,128852,1000,143265,1,138444,1,1,239463,129550,1,119703,1,1,127304,1,35682
1,7426,0,47,120196,3000,143051,1,138384,1,1,156049,120893,1,119703,1,1,127366,1,43370
1,17551,0,43,119650,1000,315517,1,138341,1,1,244725,120347,1,119703,1,1,130367,1,42677
1,76845,0,36,136988,1000,130966,1,129090,1,1,137986,137336,1,119933,1,1,127911,1,83643
1,832,0,48,119193,2000,303218,1,128887,1,1,119777,119542,1,119758,1,2,132268,1,89689
1,6975,0,53,120722,2000,130937,1,128299,1,1,312460,121070,1,118832,1,1,134370,1,26429
1,4388,0,38,118779,1000,303218,2,128342,1,1,119777,119126,1,118832,1,1,127063,1,47982
1,34863,0,34,119650,1000,315517,1,138176,1,1,121648,120347,3,119629,1,1,126940,1,26327
1,54472,0,44,119630,4000,142485,1,138264,1,1,121655,120327,1,119668,1,1,126540,1,30429
1,25649,0,45,120115,1000,142970,1,140267,1,1,165951,120812,1,122010,1,1,128890,1,34057
1,47122,0,39,118751,1000,32020,1,127890,1,1,119750,119100,1,118761,1,1,126427,1,54378
1,17282,0,35,119203,1000,130630,1,128299,1,1,129623,308245,1,118832,1,1,127374,1,82684
1,50634,0,38,119441,1000,32020,1,127989,1,1,153516,119789,1,118860,1,1,126433,1,28050
1,22837,0,48,122556,3000,143236,1,139279,1,1,189526,123254,1,121022,1,1,126791,1,42778
1,15920,0,43,119296,2000,130723,1,128051,1,1,138860,119643,2,118832,1,1,128947,1,10109
1,7442,0,40,133984,1000,131169,1,127953,1,1,308401,134332,1,5981,1,1,131221,1,87258
1,1434,0,43,120064,1000,315517,1,138298,1,1,121648,120763,1,119703,1,1,129342,1,90857
0,4603,0,36,119772,2000,142485,1,139089,1,1,121648,120470,1,120804,1,1,127612,1,92468
1,8600,0,37,120064,1000,315517,1,138298,1,1,121648,120763,1,119703,1,1,127403,1,10974
0,5251,0,33,120038,1000,142893,1,139133,1,1,122044,120735,1,120876,1,1,133288,1,83290
1,13582,0,41,120274,1000,142729,1,138384,1,1,281756,120972,1,119703,1,1,132139,1,31033
1,4435,0,43,131729,3000,320873,1,128412,1,1,234696,132078,1,118832,1,1,128517,1,16114
1,19663,0,32,119193,1000,303218,1,128412,1,1,119777,119542,1,118832,1,1,127030,1,16680
1,2017,0,45,119441,2000,32020,1,41009,1,1,149387,119789,1,119056,1,1,126469,1,29423
1,2312,0,43,121645,1000,131259,1,127902,1,1,124978,121994,1,118773,1,1,127332,1,89373
1,59365,0,40,119193,11000,303218,1,128326,1,1,119777,119542,1,118832,2,1,126869,1,83013
1,7029,0,43,119657,1000,303218,1,128326,1,1,119777,120005,1,118832,1,1,129234,1,80567
1,2312,0,39,118779,1000,303218,1,127902,1,1,119907,119126,1,118773,1,2,127332,2,89345
1,23684,0,46,118751,3000,32020,1,128084,1,2,119757,119100,1,118955,1,1,126469,1,25201
1,1493,0,41,119515,1000,130942,2,128025,1,1,125752,119862,1,92132,1,1,126999,1,105515
1,1134,0,31,119193,2000,303218,1,128342,1,1,119777,119542,1,118832,1,1,132003,1,46926
1,4946,0,39,121750,1000,143022,1,138298,1,1,147562,122448,1,119703,1,1,127078,1,91486
1,15783,0,42,120064,1000,315517,1,138050,1,1,121648,120763,1,119703,1,1,128362,1,94207
1,1368,0,36,118779,4000,303218,1,128051,1,2,119777,119126,1,118832,1,1,128645,1,88836
1,73878,0,42,130973,1000,144386,1,138314,1,1,186000,131671,1,120057,1,1,149073,1,51894
1,1940,0,41,120064,3000,315517,1,138341,1,1,121648,120763,1,119703,1,1,127134,1,85671
1,1792,0,38,152496,1000,143241,1,137960,1,1,141691,153194,1,119703,2,1,127843,1,85019
1,1929,0,43,118917,1000,282787,1,127943,1,1,120047,119264,1,118814,1,1,126591,1,32871
1,4378,0,39,120528,5000,315517,1,138298,2,1,244725,121226,1,119703,1,1,127577,1,25816
1,5734,0,47,120528,1000,315517,1,138384,1,1,121648,121226,1,119703,1,1,127312,1,288529
1,6240,0,40,118779,10000,303218,1,128051,1,1,119777,119126,1,118832,1,1,128645,1,52783
1,7060,0,34,120021,2000,315517,1,137960,1,1,122002,120720,1,119703,1,1,127843,1,88984
1,88693,1,45,123766,1000,143819,1,138298,1,1,212231,124464,1,119703,2,1,28392,1,90594
1,28367,0,46,120381,1000,143236,1,138325,1,2,128887,121078,1,119703,1,1,133764,1,48859
1,46291,0,38,120386,1000,143241,1,138325,1,1,310141,121083,1,119703,1,1,134930,1,53159
1,125484,0,34,121888,23000,131305,1,127902,1,1,162331,122236,1,118773,1,1,128720,1,29501
1,15924,0,33,122101,6000,143022,1,138050,1,1,314739,122799,1,119703,1,1,128976,1,35404
1,5262,0,46,119193,1000,303218,1,128342,1,1,242854,119542,1,118832,1,1,128147,1,82579
1,90045,0,36,118844,1000,130186,1,128149,1,1,132888,180952,1,118787,1,1,127148,1,29418
1,56633,0,39,119622,1000,44319,1,138078,1,1,308261,120321,1,119821,1,1,126498,1,54012
1,54321,0,40,119620,1000,130752,1,128326,1,1,127609,119968,1,118832,1,1,127041,1,13812
1,3691,0,42,120570,1000,143022,1,138298,1,1,172157,121268,1,119703,1,1,127251,1,86037
1,5034,0,47,121662,21000,130723,1,128342,1,1,252208,122010,1,118832,1,1,130259,1,26386
1,25674,0,41,119515,1000,130942,1,128212,1,1,308270,119862,1,119083,1,1,126999,1,31706
0,15430,0,38,120722,1000,130937,1,128342,1,1,171898,121070,1,118832,1,1,136254,1,14182
1,7357,0,45,119235,1000,130662,1,128299,1,1,120233,119582,1,118832,2,1,126909,1,23995
1,15955,0,33,122434,1000,315517,1,138325,1,1,140107,123132,1,119703,1,1,126940,1,47462
1,1164,0,37,118779,1000,303218,1,128224,1,1,119777,119126,1,118832,1,1,129212,1,29084
1,2236,0,33,119715,1000,142485,1,146093,1,1,183473,182173,1,6034,1,1,126998,1,35234
1,28312,0,45,120528,1000,315517,1,138461,1,1,125668,121226,1,120057,1,1,131709,1,51894
1,20942,0,36,120065,1000,131483,1,130845,1,1,149775,120413,1,118758,1,1,126927,1,38834
0,6274,0,51,118769,2000,130186,1,129134,1,1,201217,119117,1,120005,1,1,126986,1,89727
1,51034,0,38,119650,5000,315517,1,138050,1,1,121648,120347,1,119703,1,1,129159,1,54493
1,18229,0,37,118779,3000,303218,1,128385,1,1,119777,119126,2,118832,1,1,127763,1,116363
1,5132,0,38,119296,1000,130723,1,128299,1,1,302007,119643,1,118832,1,1,128439,1,88229
1,8266,0,40,119650,1000,315517,1,138298,1,1,121648,120347,1,119703,1,1,129925,1,55617
1,20578,0,35,118844,5000,130186,1,127876,1,1,120028,180952,1,118747,1,1,126427,1,47607
1,52351,0,36,121671,1000,142929,1,138298,1,1,223571,122370,1,119703,1,1,126921,1,52229
1,17011,0,44,120064,1000,315517,1,138298,1,1,121648,120763,1,119703,1,1,127801,1,45492
1,58476,0,40,119441,1000,32020,1,128265,1,1,283606,119789,1,118797,1,1,126490,1,40976
1,6243,0,50,118779,1000,303218,1,128342,1,1,119777,119126,1,118832,1,1,126986,1,51450
1,26046,0,37,120429,1000,333172,1,138050,2,1,124058,121127,1,119703,1,1,128606,1,82160
1,2217,0,32,128966,2000,131483,1,134334,1,1,302474,129314,1,5163,1,1,126927,1,87644
1,12547,0,42,126057,1000,144732,1,138191,1,1,154710,126755,1,119934,1,1,126515,1,47775
1,4027,0,43,122261,1000,145116,1,137960,1,1,126849,122958,1,119703,1,1,127029,1,25166
1,18231,0,37,119325,1000,130752,1,128385,1,1,128180,119672,1,118832,1,1,133565,1,84471
1,1948,0,39,120970,1000,282787,1,132973,1,1,283163,121318,1,123751,1,1,131419,1,10113
1,1618,0,37,118926,104000,130186,1,128326,1,1,122385,119275,1,118832,1,1,127056,1,10288
1,1559,0,38,119967,1000,131394,1,128224,1,1,125045,120314,1,118832,1,1,131722,1,83041
1,34082,0,39,119193,1000,303218,1,128385,1,1,119777,119542,1,118832,1,1,127295,1,121266
1,800,0,30,119193,1000,303218,1,128412,1,1,119777,119542,1,118832,1,1,136071,1,25609
0,3918,0,44,120064,1000,315517,1,138341,1,1,121648,120763,1,119703,1,1,127134,1,45060
1,25850,0,35,120064,1000,315517,1,138298,1,1,121648,120763,1,119703,1,1,126686,2,54957
1,1576,0,52,119665,1000,130723,1,128299,1,1,146829,120013,1,118832,1,1,128861,1,26125
1,22495,0,35,120074,3000,142929,1,137960,1,1,310146,309466,1,119703,1,1,129297,1,13989
1,90725,0,33,119441,2000,32020,1,128219,1,1,306928,119789,1,119090,1,1,126469,1,41229
0,4750,0,46,123811,19000,143022,1,138050,1,1,167902,124509,1,119703,1,1,129018,1,30500
1,13459,0,41,119080,2000,282787,1,128224,1,1,281314,119428,1,118832,1,1,131419,1,32233
1,49816,0,37,119441,1000,32020,1,127975,1,1,127808,119789,1,118846,1,1,126469,1,38441
1,48494,0,33,118751,4000,32020,1,128123,1,1,119757,119100,1,118797,1,1,126490,1,47416
1,7011,0,38,119193,1000,303218,1,128342,1,1,119777,119542,1,118832,1,1,127063,1,87312
1,22325,0,41,119953,1000,305094,1,128040,1,1,282659,282009,1,118773,1,1,127105,1,24851
1,16157,0,42,118926,3000,130186,1,128326,2,1,122385,119275,1,118832,1,1,128544,1,53859
1,5045,0,49,119707,4000,130723,1,128342,1,1,135557,120055,2,118832,1,1,128147,1,54462
1,13419,0,47,118844,1000,130186,1,128953,1,1,165305,180952,1,119824,1,1,126795,1,79589
1,70701,2,43,120210,1000,143065,1,138461,1,1,178824,120907,1,120057,1,1,127834,1,85214
1,3907,0,31,118779,6000,303218,1,128385,2,1,242854,119126,1,118832,2,1,130217,2,84971
1,1292,0,44,119736,1000,130697,1,128887,1,1,309104,120084,1,119758,1,1,127438,1,34368
1,49616,0,43,119515,1000,130942,1,128326,1,1,308270,119862,1,118832,1,1,128544,1,53859
1,4041,0,42,118779,1000,303218,1,128445,1,1,139254,119126,1,118832,1,1,127613,1,89883
1,836,0,40,119657,1000,303218,1,128299,1,1,242854,120005,1,118832,1,1,132268,1,125765
0,2288,0,32,121645,1000,131259,1,128412,1,1,120830,121994,1,118832,1,1,129133,1,81263
0,70280,1,39,120196,2000,143051,1,138325,1,1,129480,120893,1,119703,1,1,127112,1,44953
1,49835,0,42,120312,1000,44319,1,137974,1,1,178050,121010,1,119717,1,1,126866,1,55171
1,7557,0,38,119650,1000,315517,1,138341,1,1,244725,120347,1,119703,1,1,133345,1,50989
1,16135,0,48,122391,1000,142996,1,138325,1,1,244721,123089,1,119703,1,1,128791,3,49533
1,2032,0,41,119357,1000,130186,1,127961,2,1,120239,119589,1,118832,1,1,126453,1,52234
1,4971,0,39,120879,3000,130723,1,128342,1,1,296356,121227,1,118832,1,1,132025,1,35130
1,24944,0,32,119103,1000,261917,1,128025,1,1,121943,274529,2,92132,1,1,126778,1,37286
1,6849,0,44,126560,35000,19024,1,127968,1,1,204358,126908,1,118832,1,1,15274,1,15862
0,51363,0,40,119576,1000,131003,1,128051,1,1,126918,119923,1,118832,1,1,128966,1,54114
1,111973,0,43,119650,1000,315517,1,138298,1,2,121648,120347,1,119703,1,1,127403,1,16856
1,54636,0,34,119193,1000,303218,1,128342,1,1,119777,119542,1,118832,1,1,127370,1,43569
1,5011,0,45,119699,1000,130723,1,128342,1,1,136408,120047,1,118832,1,1,127528,1,51230
1,56095,0,43,120656,1000,143022,1,138211,1,1,313033,121354,1,119954,1,1,127078,1,36129
1,5670,0,45,119193,58000,303218,1,128299,1,1,242854,119542,1,118832,1,1,37167,1,89116
1,3189,0,34,121095,1000,27728,1,138384,2,1,209791,121793,1,119703,1,1,130581,1,37492
1,4393,0,37,119699,1000,130723,1,128342,1,1,258986,120047,1,118832,1,1,136662,1,27555
1,178,0,32,122516,1000,143558,1,138223,1,1,122701,123215,1,119703,1,1,130893,1,107153
1,5286,0,44,120141,9000,142996,1,138384,1,1,237456,120838,3,119703,1,2,131764,1,90945
1,36181,0,50,120429,1000,333172,1,138298,1,1,130039,121127,1,119703,1,1,133436,1,26396
1,4922,0,45,119296,3000,130723,1,129170,1,1,129276,119643,1,120041,1,1,130296,1,51230
1,4591,0,49,120021,2000,315517,1,138298,1,1,121648,120720,1,119703,1,1,127134,1,17113
1,105945,0,32,120447,3000,143302,1,138223,1,1,136396,121144,1,119703,1,1,138237,1,84599
1,50843,0,46,119797,1000,142485,1,138444,1,1,124067,120496,1,119703,1,1,128581,1,25200
1,53292,0,36,120381,32000,143236,1,140863,1,1,178997,121078,1,122606,1,1,133069,1,17813
1,2362,0,46,119270,2000,130697,1,128212,1,1,271277,119617,1,119083,1,1,129372,1,26415
1,13819,0,36,120141,2000,142996,1,138341,1,1,303786,120838,1,119703,1,1,127015,1,43305
1,23943,0,43,120010,2000,130773,1,128212,1,1,138990,120358,1,119083,1,1,127685,1,49076
1,70080,0,36,118779,1000,303218,2,128385,1,1,119777,119126,1,118832,1,1,126936,1,85997
1,131459,0,40,119296,1000,130723,1,128342,1,1,302007,119643,1,118832,1,1,126841,1,54618
1,5651,0,36,119193,3000,303218,1,161109,1,1,119777,119542,1,121876,1,1,14155,1,31817
1,4118,0,40,119167,4000,130594,1,128290,1,1,120165,119514,1,119161,1,1,133217,1,54519
1,16639,0,43,119396,2000,130630,1,128385,1,1,312479,119744,1,118832,1,1,130510,1,14310
0,108769,0,40,124733,1000,143604,1,139089,1,1,135430,125431,1,120804,1,1,127304,1,89228
1,4292,0,41,121464,1000,131394,1,128326,1,1,185605,121812,1,118832,2,1,127293,1,26445
1,56763,0,46,119150,1000,303218,1,128315,1,1,119777,119499,1,119186,1,1,126751,1,50895
1,15658,0,32,128427,1000,317393,1,139254,1,1,130426,129126,1,119703,1,1,129563,1,30358
1,27895,0,50,119622,1000,44319,1,137917,1,1,125187,120321,1,119660,1,1,126532,1,29535
0,54636,0,34,119193,4000,303218,1,128051,1,1,119777,119542,1,118832,1,1,127370,1,84347
